name,cal,pro,carb,fat,category
運動版炸雞腿 (1.6份),512.0,35.2,19.2,33.6,速食
運動版炸雞翅 (1.7份),493.0,34.0,17.0,32.3,速食
運動版起司漢堡 (1.8份),936.0,48.6,75.6,50.4,速食
運動版雙層牛肉堡 (1.9份),1273.0,66.5,91.2,70.3,速食
運動版雞塊 (2.0份),580.0,32.0,32.0,36.0,速食
運動版熱狗堡 (0.6份),234.0,9.0,21.6,12.6,速食
運動版雞肉捲 (0.7份),336.0,17.5,32.2,14.7,速食
運動版墨西哥捲餅 (0.8份),416.0,18.4,44.8,17.6,異國
運動版塔可 (0.9份),189.0,9.0,16.2,9.9,異國
運動版凱薩沙拉 (1.0份),360.0,18.0,14.0,27.0,西式
運動版烤雞沙拉 (1.1份),352.0,35.2,16.5,16.5,西式
運動版牛排 (1.2份),540.0,54.0,0.0,33.6,西式
運動版雞排 (1.3份),429.0,41.6,15.6,23.4,西式
運動版焗烤飯 (1.4份),952.0,33.6,98.0,44.8,西式
運動版焗烤義大利麵 (1.5份),1080.0,37.5,108.0,51.0,西式
運動版番茄義大利麵 (1.6份),768.0,24.0,121.6,19.2,西式
運動版奶油義大利麵 (1.7份),1105.0,30.6,119.0,51.0,西式
運動版青醬義大利麵 (1.8份),1116.0,32.4,122.4,50.4,西式
運動版白醬燉飯 (1.9份),1292.0,32.3,142.5,58.9,西式
運動版番茄燉飯 (2.0份),1040.0,30.0,152.0,30.0,西式
運動版韓式拌飯 (0.6份),372.0,13.2,50.4,13.2,韓式
運動版韓式炸雞 (0.7份),455.0,21.0,31.5,26.6,韓式
運動版韓式泡菜 (0.8份),24.0,1.6,4.0,0.4,韓式
運動版韓式部隊鍋 (0.9份),675.0,25.2,58.5,36.0,韓式
運動版韓式烤肉 (1.0份),550.0,35.0,10.0,40.0,韓式
運動版韓式冷麵 (1.1份),495.0,15.4,85.8,8.8,韓式
運動版日式拉麵 (1.2份),720.0,30.0,90.0,24.0,日式
運動版豬排拉麵 (1.3份),1014.0,45.5,101.4,46.8,日式
運動版牛肉烏龍麵 (1.4份),784.0,36.4,98.0,23.8,日式
運動版天婦羅 (1.5份),630.0,24.0,54.0,36.0,日式
運動版炸蝦天婦羅 (1.6份),496.0,24.0,32.0,32.0,日式
運動版大阪燒 (1.7份),850.0,30.6,85.0,42.5,日式
運動版章魚燒 (1.8份),648.0,25.2,79.2,25.2,日式
運動版番茄 (1.9份),34.2,1.7,7.6,0.4,蔬菜
運動版洋菇 (2.0份),44.0,6.2,6.6,0.6,蔬菜
運動版甜椒 (0.6份),18.6,0.6,3.6,0.2,蔬菜
運動版茄子 (0.7份),17.5,0.7,4.2,0.1,蔬菜
運動版絲瓜 (0.8份),16.0,1.0,3.2,0.2,蔬菜
運動版苦瓜 (0.9份),15.3,0.9,3.6,0.2,蔬菜
運動版冬瓜 (1.0份),13.0,0.4,3.0,0.2,蔬菜
運動版白蘿蔔 (1.1份),19.8,0.7,4.4,0.1,蔬菜
運動版秋葵 (1.2份),39.6,2.3,8.4,0.2,蔬菜
運動版竹筍 (1.3份),35.1,3.4,6.5,0.4,蔬菜
運動版豆芽菜 (1.4份),42.0,4.2,8.4,0.3,蔬菜
運動版海帶芽 (1.5份),67.5,4.5,13.5,0.9,蔬菜
原味白吐司 (1.6份),424.0,14.4,78.4,5.1,早餐/主食
原味全麥吐司 (1.7份),419.9,22.1,69.7,7.1,早餐/主食
原味可頌 (1.8份),730.8,14.4,81.0,37.8,早餐/烘焙
原味火腿起司蛋吐司 (1.9份),817.0,41.8,72.2,41.8,早餐
原味鮪魚蛋吐司 (2.0份),820.0,48.0,72.0,40.0,早餐
原味培根蛋吐司 (0.6份),276.0,12.0,21.0,16.2,早餐
原味總匯三明治 (0.7份),364.0,16.8,30.8,18.9,早餐
原味鮪魚三明治 (0.8份),312.0,17.6,33.6,12.8,早餐
原味雞肉三明治 (0.9份),324.0,22.5,34.2,11.7,早餐
原味火腿三明治 (1.0份),350.0,18.0,40.0,14.0,早餐
原味起司蛋餅 (1.1份),429.0,17.6,39.6,23.1,早餐
原味培根蛋餅 (1.2份),516.0,21.6,43.2,30.0,早餐
原味玉米蛋餅 (1.3份),468.0,16.9,55.9,20.8,早餐
原味鮪魚蛋餅 (1.4份),574.0,28.0,51.8,30.8,早餐
原味蘿蔔糕加蛋 (1.5份),450.0,15.0,51.0,21.0,早餐
原味法國吐司 (1.6份),512.0,17.6,67.2,19.2,早餐
原味美式早餐盤 (1.7份),1105.0,47.6,76.5,66.3,早餐
原味燕麥粥 (1.8份),396.0,14.4,64.8,10.8,早餐
原味水果燕麥優格 (1.9份),532.0,22.8,81.7,13.3,早餐
原味優格 (2.0份),240.0,14.0,28.0,8.0,乳品
原味希臘優格 (0.6份),84.0,7.2,4.8,3.6,乳品
原味低脂鮮奶 (0.7份),73.5,5.6,8.4,2.1,乳品
原味全脂鮮奶 (0.8份),120.0,6.4,9.6,6.4,乳品
原味無糖優格 (0.9份),85.5,8.1,5.4,3.6,乳品
原味豆漿 (1.0份),170.0,12.0,10.0,7.0,飲品
原味黑豆漿 (1.1份),198.0,14.3,11.0,7.7,飲品
原味燕麥奶 (1.2份),144.0,3.6,19.2,6.0,飲品
原味杏仁奶 (1.3份),52.0,1.3,2.6,3.9,飲品
原味綠豆漿 (1.4份),266.0,15.4,35.0,7.0,飲品
原味紅茶 (1.5份),7.5,0.0,1.5,0.0,飲品
原味綠茶 (1.6份),3.2,0.0,0.0,0.0,飲品
原味烏龍茶 (1.7份),3.4,0.0,0.0,0.0,飲品
原味無糖綠茶 (1.8份),3.6,0.0,0.0,0.0,飲品
原味檸檬紅茶 (1.9份),190.0,0.0,47.5,0.0,飲品
原味可樂 (2.0份),280.0,0.0,78.0,0.0,飲品
原味汽水 (0.6份),84.0,0.0,23.4,0.0,飲品
原味運動飲料 (0.7份),84.0,0.0,21.0,0.0,飲品
原味無糖氣泡水 (0.8份),0.0,0.0,0.0,0.0,飲品
原味巧克力牛奶 (0.9份),171.0,6.3,27.0,4.5,飲品
原味香蕉牛奶 (1.0份),210.0,7.0,34.0,5.0,飲品
原味抹茶拿鐵 (1.1份),242.0,7.7,29.7,9.9,飲品
原味摩卡 (1.2份),312.0,9.6,38.4,13.2,飲品
原味卡布奇諾 (1.3份),156.0,7.8,13.0,7.8,飲品
原味焦糖瑪奇朵 (1.4份),350.0,9.8,47.6,14.0,飲品
原味可可 (1.5份),315.0,10.5,45.0,10.5,飲品
原味水果茶 (1.6份),256.0,0.0,60.8,0.0,飲品
原味奶茶 (1.7份),374.0,8.5,54.4,13.6,飲品
原味冬瓜茶 (1.8份),270.0,0.0,66.6,0.0,飲品
原味檸檬汁 (1.9份),114.0,0.0,28.5,0.0,飲品
原味白飯 (2.0份),560.0,10.8,122.0,1.2,主食
原味紫米飯 (0.6份),162.0,3.6,34.8,0.7,主食
原味五穀飯 (0.7份),178.5,4.2,37.1,1.4,主食
原味藜麥飯 (0.8份),200.0,6.4,36.8,3.2,主食
原味燕麥飯 (0.9份),220.5,5.4,40.5,3.1,主食
原味玉米 (1.0份),120.0,4.0,27.0,2.0,主食
原味南瓜 (1.1份),77.0,2.2,17.6,0.2,蔬菜
原味馬鈴薯 (1.2份),156.0,3.6,36.0,0.2,主食
原味山藥 (1.3份),156.0,3.9,35.1,0.3,主食
原味芋頭 (1.4份),182.0,2.8,42.0,0.3,主食
原味冬粉 (1.5份),255.0,0.0,63.0,0.0,主食
原味烏龍麵 (1.6份),432.0,14.4,89.6,1.6,麵食
原味拉麵 (1.7份),731.0,25.5,110.5,20.4,麵食
原味蕎麥麵 (1.8份),540.0,23.4,100.8,3.6,麵食
原味米粉 (1.9份),665.0,11.4,152.0,1.9,麵食
原味意麵 (2.0份),760.0,22.0,132.0,18.0,麵食
原味炒飯 (0.6份),372.0,10.2,49.2,13.2,主餐
原味蛋炒飯 (0.7份),406.0,12.6,54.6,14.0,主餐
原味肉絲炒飯 (0.8份),520.0,19.2,64.0,20.0,主餐
原味蝦仁炒飯 (0.9份),558.0,22.5,70.2,19.8,主餐
原味炒麵 (1.0份),550.0,17.0,68.0,23.0,主餐
原味炒烏龍 (1.1份),616.0,19.8,79.2,24.2,主餐
原味鍋燒意麵 (1.2份),624.0,28.8,78.0,20.4,主餐
原味雞肉飯 (1.3份),676.0,35.1,85.8,22.1,主餐
原味魚排飯 (1.4份),910.0,44.8,109.2,32.2,主餐
原味牛丼 (1.5份),1080.0,46.5,129.0,40.5,日式
原味親子丼 (1.6份),1088.0,49.6,124.8,38.4,日式
原味豬排丼 (1.7份),1326.0,57.8,139.4,57.8,日式
原味咖哩飯 (1.8份),1260.0,36.0,158.4,48.6,日式
原味日式豬排飯 (1.9份),1444.0,66.5,161.5,58.9,日式
原味壽司 (2.0份),600.0,20.0,108.0,10.0,日式
原味鮭魚壽司 (0.6份),198.0,9.0,30.0,4.8,日式
原味鮪魚壽司 (0.7份),217.0,11.2,35.0,4.2,日式
原味蝦壽司 (0.8份),232.0,10.4,41.6,3.2,日式
原味玉子燒 (0.9份),162.0,9.0,9.0,9.0,日式
原味味噌湯 (1.0份),55.0,4.0,5.0,2.0,湯品
原味茶碗蒸 (1.1份),121.0,9.9,4.4,6.6,日式
原味烤鯖魚 (1.2份),336.0,30.0,0.0,24.0,海鮮
原味烤鮭魚 (1.3份),312.0,32.5,0.0,19.5,海鮮
原味烤鯛魚 (1.4份),252.0,37.8,0.0,9.8,海鮮
原味清蒸鱈魚 (1.5份),225.0,40.5,0.0,6.0,海鮮
原味蝦仁 (1.6份),160.0,38.4,1.6,0.5,海鮮
原味透抽 (1.7份),187.0,30.6,5.1,3.4,海鮮
原味蛤蜊 (1.8份),144.0,23.4,7.2,2.7,海鮮
原味蚵仔 (1.9份),161.5,17.1,9.5,5.7,海鮮
原味鮪魚 (2.0份),260.0,58.0,0.0,2.0,海鮮
原味鯛魚 (0.6份),78.0,15.6,0.0,1.8,海鮮
原味鯖魚 (0.7份),147.0,14.0,0.0,9.8,海鮮
原味鯷魚 (0.8份),104.0,23.2,0.0,4.0,海鮮
原味雞胸肉 (0.9份),148.5,27.9,0.0,3.2,蛋白質
原味雞腿肉 (1.0份),220.0,25.0,0.0,13.0,蛋白質
原味雞翅 (1.1份),253.0,26.4,0.0,16.5,蛋白質
原味雞里肌 (1.2份),180.0,36.0,0.0,3.6,蛋白質
原味豬里肌 (1.3份),273.0,35.1,0.0,13.0,蛋白質
原味豬梅花 (1.4份),350.0,30.8,0.0,25.2,蛋白質
原味豬五花 (1.5份),585.0,21.0,0.0,55.5,蛋白質
原味牛里肌 (1.6份),336.0,44.8,0.0,16.0,蛋白質
原味牛腱 (1.7份),289.0,47.6,0.0,10.2,蛋白質
原味牛五花 (1.8份),594.0,32.4,0.0,50.4,蛋白質
原味羊肉 (1.9份),475.0,47.5,0.0,30.4,蛋白質
原味培根 (2.0份),1080.0,74.0,2.0,84.0,加工肉
原味火腿 (0.6份),87.0,12.6,1.2,3.6,加工肉
原味香腸 (0.7份),224.0,8.4,3.5,19.6,加工肉
原味德國香腸 (0.8份),240.0,10.4,3.2,20.8,加工肉
原味熱狗 (0.9份),261.0,9.9,3.6,22.5,加工肉
原味雞肉香腸 (1.0份),220.0,16.0,4.0,15.0,加工肉
原味板豆腐 (1.1份),93.5,9.9,2.2,5.5,豆製品
原味嫩豆腐 (1.2份),66.0,6.0,2.4,3.6,豆製品
原味豆干 (1.3份),208.0,26.0,10.4,9.1,豆製品
原味毛豆 (1.4份),196.0,16.8,14.0,8.4,豆製品
原味黑豆 (1.5份),225.0,15.0,40.5,1.5,豆製品
原味鷹嘴豆 (1.6份),264.0,14.4,43.2,4.8,豆製品
原味紅豆 (1.7份),212.5,13.6,37.4,0.9,豆類
原味高麗菜 (1.8份),45.0,2.3,10.8,0.2,蔬菜
原味菠菜 (1.9份),43.7,5.5,6.8,0.8,蔬菜
原味青江菜 (2.0份),26.0,3.0,4.0,0.4,蔬菜
原味花椰菜 (0.6份),20.4,1.7,4.2,0.2,蔬菜
原味白花椰菜 (0.7份),17.5,1.4,3.5,0.2,蔬菜
原味空心菜 (0.8份),16.0,1.6,2.4,0.2,蔬菜
原味地瓜葉 (0.9份),27.0,2.7,4.5,0.3,蔬菜
原味A菜 (1.0份),17.0,1.5,3.0,0.2,蔬菜
原味大陸妹 (1.1份),19.8,1.7,3.3,0.2,蔬菜
原味番茄 (1.2份),21.6,1.1,4.8,0.2,蔬菜
原味小黃瓜 (1.3份),19.5,0.9,4.7,0.1,蔬菜
原味紅蘿蔔 (1.4份),57.4,1.3,14.0,0.3,蔬菜
原味洋蔥 (1.5份),60.0,1.7,13.5,0.2,蔬菜
原味玉米筍 (1.6份),41.6,4.0,8.0,0.3,蔬菜
原味香菇 (1.7份),57.8,5.3,11.9,0.9,蔬菜
原味金針菇 (1.8份),66.6,4.9,12.6,0.5,蔬菜
原味杏鮑菇 (1.9份),66.5,4.8,13.3,0.6,蔬菜
原味木耳 (2.0份),50.0,3.0,12.0,0.4,蔬菜
原味海帶 (0.6份),25.8,1.0,6.0,0.4,蔬菜
原味草莓 (0.7份),22.4,0.5,5.6,0.2,水果
原味藍莓 (0.8份),45.6,0.6,11.2,0.2,水果
原味葡萄 (0.9份),62.1,0.6,16.2,0.2,水果
原味橘子 (1.0份),47.0,0.9,12.0,0.1,水果
原味柳橙 (1.1份),51.7,1.0,13.2,0.1,水果
原味西瓜 (1.2份),36.0,0.7,9.6,0.2,水果
原味鳳梨 (1.3份),65.0,0.7,16.9,0.1,水果
原味芒果 (1.4份),84.0,1.1,21.0,0.6,水果
原味水梨 (1.5份),63.0,0.6,16.5,0.2,水果
原味桃子 (1.6份),62.4,1.4,16.0,0.5,水果
原味火龍果 (1.7份),85.0,1.9,20.4,0.7,水果
原味百香果 (1.8份),174.6,4.0,41.4,1.3,水果
原味酪梨 (1.9份),304.0,3.8,17.1,28.5,水果
原味椰子 (2.0份),708.0,6.6,30.0,66.0,水果
原味柿子 (0.6份),42.0,0.4,11.4,0.1,水果
原味杏仁 (0.7份),405.3,14.7,15.4,34.3,堅果
原味核桃 (0.8份),523.2,12.0,11.2,52.0,堅果
原味腰果 (0.9份),497.7,16.2,27.0,39.6,堅果
原味花生 (1.0份),567.0,26.0,16.0,49.0,堅果
原味開心果 (1.1份),618.2,22.0,30.8,49.5,堅果
原味南瓜子 (1.2份),670.8,36.0,13.2,58.8,堅果
原味葵瓜子 (1.3份),759.2,27.3,26.0,66.3,堅果
原味洋芋片 (1.4份),750.4,9.8,74.2,49.0,零食
原味玉米脆片 (1.5份),750.0,10.5,82.5,42.0,零食
原味爆米花 (1.6份),619.2,20.8,124.8,7.2,零食
原味蘇打餅乾 (1.7份),731.0,15.3,119.0,22.1,零食
原味巧克力餅乾 (1.8份),864.0,10.8,120.6,37.8,零食
原味燕麥餅乾 (1.9份),855.0,13.3,129.2,32.3,零食
原味洋芋薯餅 (2.0份),520.0,6.0,56.0,30.0,零食
原味茶葉蛋 (0.6份),87.0,7.2,1.2,5.4,零食
原味滷蛋 (0.7份),105.0,8.4,1.4,7.0,零食
原味海苔 (0.8份),28.0,4.0,3.2,0.4,零食
原味黑巧克力 (0.9份),540.0,7.2,41.4,38.7,甜點
原味牛奶巧克力 (1.0份),535.0,8.0,59.0,30.0,甜點
原味布朗尼 (1.1份),451.0,5.5,55.0,24.2,甜點
原味乳酪蛋糕 (1.2份),384.0,7.2,32.4,25.2,甜點
原味提拉米蘇 (1.3份),455.0,7.8,40.3,29.9,甜點
原味蛋塔 (1.4份),392.0,8.4,39.2,23.8,甜點
原味奶油泡芙 (1.5份),375.0,7.5,34.5,24.0,甜點
原味可麗露 (1.6份),400.0,6.4,52.8,17.6,甜點
原味鬆餅 (1.7份),612.0,13.6,85.0,23.8,甜點
原味冰淇淋 (1.8份),378.0,7.2,43.2,19.8,甜點
原味芒果冰 (1.9份),627.0,5.7,133.0,11.4,甜點
原味豆花加花生 (2.0份),640.0,20.0,90.0,22.0,甜點
原味紅豆湯 (0.6份),156.0,4.8,27.6,3.0,甜點
原味綠豆湯 (0.7份),168.0,4.9,30.8,2.8,甜點
原味仙草茶 (0.8份),80.0,0.0,20.0,0.0,甜點
原味燒仙草 (0.9份),207.0,4.5,36.0,5.4,甜點
原味薯條 (1.0份),312.0,3.4,41.0,15.0,速食
原味炸雞腿 (1.1份),352.0,24.2,13.2,23.1,速食
原味炸雞翅 (1.2份),348.0,24.0,12.0,22.8,速食
原味起司漢堡 (1.3份),676.0,35.1,54.6,36.4,速食
原味雙層牛肉堡 (1.4份),938.0,49.0,67.2,51.8,速食
原味雞塊 (1.5份),435.0,24.0,24.0,27.0,速食
原味熱狗堡 (1.6份),624.0,24.0,57.6,33.6,速食
原味雞肉捲 (1.7份),816.0,42.5,78.2,35.7,速食
原味墨西哥捲餅 (1.8份),936.0,41.4,100.8,39.6,異國
原味塔可 (1.9份),399.0,19.0,34.2,20.9,異國
原味凱薩沙拉 (2.0份),720.0,36.0,28.0,54.0,西式
原味烤雞沙拉 (0.6份),192.0,19.2,9.0,9.0,西式
原味牛排 (0.7份),315.0,31.5,0.0,19.6,西式
原味雞排 (0.8份),264.0,25.6,9.6,14.4,西式
原味焗烤飯 (0.9份),612.0,21.6,63.0,28.8,西式
原味焗烤義大利麵 (1.0份),720.0,25.0,72.0,34.0,西式
原味番茄義大利麵 (1.1份),528.0,16.5,83.6,13.2,西式
原味奶油義大利麵 (1.2份),780.0,21.6,84.0,36.0,西式
原味青醬義大利麵 (1.3份),806.0,23.4,88.4,36.4,西式
原味白醬燉飯 (1.4份),952.0,23.8,105.0,43.4,西式
原味番茄燉飯 (1.5份),780.0,22.5,114.0,22.5,西式
原味韓式拌飯 (1.6份),992.0,35.2,134.4,35.2,韓式
原味韓式炸雞 (1.7份),1105.0,51.0,76.5,64.6,韓式
原味韓式泡菜 (1.8份),54.0,3.6,9.0,0.9,韓式
原味韓式部隊鍋 (1.9份),1425.0,53.2,123.5,76.0,韓式
原味韓式烤肉 (2.0份),1100.0,70.0,20.0,80.0,韓式
原味韓式冷麵 (0.6份),270.0,8.4,46.8,4.8,韓式
原味日式拉麵 (0.7份),420.0,17.5,52.5,14.0,日式
原味豬排拉麵 (0.8份),624.0,28.0,62.4,28.8,日式
原味牛肉烏龍麵 (0.9份),504.0,23.4,63.0,15.3,日式
原味天婦羅 (1.0份),420.0,16.0,36.0,24.0,日式
原味炸蝦天婦羅 (1.1份),341.0,16.5,22.0,22.0,日式
原味大阪燒 (1.2份),600.0,21.6,60.0,30.0,日式
原味章魚燒 (1.3份),468.0,18.2,57.2,18.2,日式
原味番茄 (1.4份),25.2,1.3,5.6,0.3,蔬菜
原味洋菇 (1.5份),33.0,4.7,4.9,0.4,蔬菜
原味甜椒 (1.6份),49.6,1.6,9.6,0.5,蔬菜
原味茄子 (1.7份),42.5,1.7,10.2,0.3,蔬菜
原味絲瓜 (1.8份),36.0,2.2,7.2,0.4,蔬菜
原味苦瓜 (1.9份),32.3,1.9,7.6,0.4,蔬菜
原味冬瓜 (2.0份),26.0,0.8,6.0,0.4,蔬菜
原味白蘿蔔 (0.6份),10.8,0.4,2.4,0.1,蔬菜
原味秋葵 (0.7份),23.1,1.3,4.9,0.1,蔬菜
原味竹筍 (0.8份),21.6,2.1,4.0,0.2,蔬菜
原味豆芽菜 (0.9份),27.0,2.7,5.4,0.2,蔬菜
原味海帶芽 (1.0份),45.0,3.0,9.0,0.6,蔬菜
低糖白吐司 (1.1份),291.5,9.9,53.9,3.5,早餐/主食
低糖全麥吐司 (1.2份),296.4,15.6,49.2,5.0,早餐/主食
低糖可頌 (1.3份),527.8,10.4,58.5,27.3,早餐/烘焙
低糖火腿起司蛋吐司 (1.4份),602.0,30.8,53.2,30.8,早餐
低糖鮪魚蛋吐司 (1.5份),615.0,36.0,54.0,30.0,早餐
低糖培根蛋吐司 (1.6份),736.0,32.0,56.0,43.2,早餐
低糖總匯三明治 (1.7份),884.0,40.8,74.8,45.9,早餐
低糖鮪魚三明治 (1.8份),702.0,39.6,75.6,28.8,早餐
低糖雞肉三明治 (1.9份),684.0,47.5,72.2,24.7,早餐
低糖火腿三明治 (2.0份),700.0,36.0,80.0,28.0,早餐
低糖起司蛋餅 (0.6份),234.0,9.6,21.6,12.6,早餐
低糖培根蛋餅 (0.7份),301.0,12.6,25.2,17.5,早餐
低糖玉米蛋餅 (0.8份),288.0,10.4,34.4,12.8,早餐
低糖鮪魚蛋餅 (0.9份),369.0,18.0,33.3,19.8,早餐
低糖蘿蔔糕加蛋 (1.0份),300.0,10.0,34.0,14.0,早餐
低糖法國吐司 (1.1份),352.0,12.1,46.2,13.2,早餐
低糖美式早餐盤 (1.2份),780.0,33.6,54.0,46.8,早餐
低糖燕麥粥 (1.3份),286.0,10.4,46.8,7.8,早餐
低糖水果燕麥優格 (1.4份),392.0,16.8,60.2,9.8,早餐
低糖優格 (1.5份),180.0,10.5,21.0,6.0,乳品
低糖希臘優格 (1.6份),224.0,19.2,12.8,9.6,乳品
低糖低脂鮮奶 (1.7份),178.5,13.6,20.4,5.1,乳品
低糖全脂鮮奶 (1.8份),270.0,14.4,21.6,14.4,乳品
低糖無糖優格 (1.9份),180.5,17.1,11.4,7.6,乳品
低糖豆漿 (2.0份),340.0,24.0,20.0,14.0,飲品
低糖黑豆漿 (0.6份),108.0,7.8,6.0,4.2,飲品
低糖燕麥奶 (0.7份),84.0,2.1,11.2,3.5,飲品
低糖杏仁奶 (0.8份),32.0,0.8,1.6,2.4,飲品
低糖綠豆漿 (0.9份),171.0,9.9,22.5,4.5,飲品
低糖紅茶 (1.0份),5.0,0.0,1.0,0.0,飲品
低糖綠茶 (1.1份),2.2,0.0,0.0,0.0,飲品
低糖烏龍茶 (1.2份),2.4,0.0,0.0,0.0,飲品
低糖無糖綠茶 (1.3份),2.6,0.0,0.0,0.0,飲品
低糖檸檬紅茶 (1.4份),140.0,0.0,35.0,0.0,飲品
低糖可樂 (1.5份),210.0,0.0,58.5,0.0,飲品
低糖汽水 (1.6份),224.0,0.0,62.4,0.0,飲品
低糖運動飲料 (1.7份),204.0,0.0,51.0,0.0,飲品
低糖無糖氣泡水 (1.8份),0.0,0.0,0.0,0.0,飲品
低糖巧克力牛奶 (1.9份),361.0,13.3,57.0,9.5,飲品
低糖香蕉牛奶 (2.0份),420.0,14.0,68.0,10.0,飲品
低糖抹茶拿鐵 (0.6份),132.0,4.2,16.2,5.4,飲品
低糖摩卡 (0.7份),182.0,5.6,22.4,7.7,飲品
低糖卡布奇諾 (0.8份),96.0,4.8,8.0,4.8,飲品
低糖焦糖瑪奇朵 (0.9份),225.0,6.3,30.6,9.0,飲品
低糖可可 (1.0份),210.0,7.0,30.0,7.0,飲品
低糖水果茶 (1.1份),176.0,0.0,41.8,0.0,飲品
低糖奶茶 (1.2份),264.0,6.0,38.4,9.6,飲品
低糖冬瓜茶 (1.3份),195.0,0.0,48.1,0.0,飲品
低糖檸檬汁 (1.4份),84.0,0.0,21.0,0.0,飲品
低糖白飯 (1.5份),420.0,8.1,91.5,0.9,主食
低糖紫米飯 (1.6份),432.0,9.6,92.8,1.9,主食
低糖五穀飯 (1.7份),433.5,10.2,90.1,3.4,主食
低糖藜麥飯 (1.8份),450.0,14.4,82.8,7.2,主食
低糖燕麥飯 (1.9份),465.5,11.4,85.5,6.6,主食
低糖玉米 (2.0份),240.0,8.0,54.0,4.0,主食
低糖南瓜 (0.6份),42.0,1.2,9.6,0.1,蔬菜
低糖馬鈴薯 (0.7份),91.0,2.1,21.0,0.1,主食
低糖山藥 (0.8份),96.0,2.4,21.6,0.2,主食
低糖芋頭 (0.9份),117.0,1.8,27.0,0.2,主食
低糖冬粉 (1.0份),170.0,0.0,42.0,0.0,主食
低糖烏龍麵 (1.1份),297.0,9.9,61.6,1.1,麵食
低糖拉麵 (1.2份),516.0,18.0,78.0,14.4,麵食
低糖蕎麥麵 (1.3份),390.0,16.9,72.8,2.6,麵食
低糖米粉 (1.4份),490.0,8.4,112.0,1.4,麵食
低糖意麵 (1.5份),570.0,16.5,99.0,13.5,麵食
低糖炒飯 (1.6份),992.0,27.2,131.2,35.2,主餐
低糖蛋炒飯 (1.7份),986.0,30.6,132.6,34.0,主餐
低糖肉絲炒飯 (1.8份),1170.0,43.2,144.0,45.0,主餐
低糖蝦仁炒飯 (1.9份),1178.0,47.5,148.2,41.8,主餐
低糖炒麵 (2.0份),1100.0,34.0,136.0,46.0,主餐
低糖炒烏龍 (0.6份),336.0,10.8,43.2,13.2,主餐
低糖鍋燒意麵 (0.7份),364.0,16.8,45.5,11.9,主餐
低糖雞肉飯 (0.8份),416.0,21.6,52.8,13.6,主餐
低糖魚排飯 (0.9份),585.0,28.8,70.2,20.7,主餐
低糖牛丼 (1.0份),720.0,31.0,86.0,27.0,日式
低糖親子丼 (1.1份),748.0,34.1,85.8,26.4,日式
低糖豬排丼 (1.2份),936.0,40.8,98.4,40.8,日式
低糖咖哩飯 (1.3份),910.0,26.0,114.4,35.1,日式
低糖日式豬排飯 (1.4份),1064.0,49.0,119.0,43.4,日式
低糖壽司 (1.5份),450.0,15.0,81.0,7.5,日式
低糖鮭魚壽司 (1.6份),528.0,24.0,80.0,12.8,日式
低糖鮪魚壽司 (1.7份),527.0,27.2,85.0,10.2,日式
低糖蝦壽司 (1.8份),522.0,23.4,93.6,7.2,日式
低糖玉子燒 (1.9份),342.0,19.0,19.0,19.0,日式
低糖味噌湯 (2.0份),110.0,8.0,10.0,4.0,湯品
低糖茶碗蒸 (0.6份),66.0,5.4,2.4,3.6,日式
低糖烤鯖魚 (0.7份),196.0,17.5,0.0,14.0,海鮮
低糖烤鮭魚 (0.8份),192.0,20.0,0.0,12.0,海鮮
低糖烤鯛魚 (0.9份),162.0,24.3,0.0,6.3,海鮮
低糖清蒸鱈魚 (1.0份),150.0,27.0,0.0,4.0,海鮮
低糖蝦仁 (1.1份),110.0,26.4,1.1,0.3,海鮮
低糖透抽 (1.2份),132.0,21.6,3.6,2.4,海鮮
低糖蛤蜊 (1.3份),104.0,16.9,5.2,2.0,海鮮
低糖蚵仔 (1.4份),119.0,12.6,7.0,4.2,海鮮
低糖鮪魚 (1.5份),195.0,43.5,0.0,1.5,海鮮
低糖鯛魚 (1.6份),208.0,41.6,0.0,4.8,海鮮
低糖鯖魚 (1.7份),357.0,34.0,0.0,23.8,海鮮
低糖鯷魚 (1.8份),234.0,52.2,0.0,9.0,海鮮
低糖雞胸肉 (1.9份),313.5,58.9,0.0,6.8,蛋白質
低糖雞腿肉 (2.0份),440.0,50.0,0.0,26.0,蛋白質
低糖雞翅 (0.6份),138.0,14.4,0.0,9.0,蛋白質
低糖雞里肌 (0.7份),105.0,21.0,0.0,2.1,蛋白質
低糖豬里肌 (0.8份),168.0,21.6,0.0,8.0,蛋白質
低糖豬梅花 (0.9份),225.0,19.8,0.0,16.2,蛋白質
低糖豬五花 (1.0份),390.0,14.0,0.0,37.0,蛋白質
低糖牛里肌 (1.1份),231.0,30.8,0.0,11.0,蛋白質
低糖牛腱 (1.2份),204.0,33.6,0.0,7.2,蛋白質
低糖牛五花 (1.3份),429.0,23.4,0.0,36.4,蛋白質
低糖羊肉 (1.4份),350.0,35.0,0.0,22.4,蛋白質
低糖培根 (1.5份),810.0,55.5,1.5,63.0,加工肉
低糖火腿 (1.6份),232.0,33.6,3.2,9.6,加工肉
低糖香腸 (1.7份),544.0,20.4,8.5,47.6,加工肉
低糖德國香腸 (1.8份),540.0,23.4,7.2,46.8,加工肉
低糖熱狗 (1.9份),551.0,20.9,7.6,47.5,加工肉
低糖雞肉香腸 (2.0份),440.0,32.0,8.0,30.0,加工肉
低糖板豆腐 (0.6份),51.0,5.4,1.2,3.0,豆製品
